issue_key,project_key,project_name,issue_type,status,priority,created,updated,labels,summary,description,acceptance_criteria,comments
CSCI-222,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,01/Aug/25 5:48 PM,23/Sep/25 3:40 PM,,Enable SSO login to snowflake - SSO,"Consdering the options between 

* MS Entra ID
* Okta

CK to have a follow-up call with Brent from Cloud to firm up the plan for SSO implementation

* -book next tuesday to follow up-

Meeting completed on Tues:

Implementation of Microsoft Entra ID SSO for Snowflake access across the entire data platform, enabling unified authentication for all user personas and tools including PowerBI, Tabular Editor 3, Azure Data Factory, DBT, and direct Snowflake access.","* --booking made for tuesday meeting--
* --To follow-up from the results of the call on Tuesday--
* --Decision made between MS Entra ID vs Okta- ✅ *MS Entra ID Selected*-

* -Meeting with Brent from Cloud team scheduled- ✅ *Completed*
* *Entra ID SSO configured and functional for Snowflake*
{adf:display=block}
{""type"":""taskList"",""content"":[{""type"":""taskItem"",""content"":[{""type"":""text"",""text"":""Work with Raveendran from our cloud team ""},{""type"":""mention"",""attrs"":{""id"":""557058:ee707013-ba36-4df4-9ee3-43a3a2b3fb84"",""accessLevel"":"""",""localId"":""5a778d84-3fcf-46a6-8eed-a75d321d3ac5""}},{""type"":""text"",""text"":"" and ""},{""type"":""mention"",""attrs"":{""id"":""712020:a3bb398f-73df-472d-a226-f67ed86b49ee"",""accessLevel"":"""",""localId"":""542bb25d-3701-49bc-be49-7b5f9c0a5bea""}},{""type"":""text"",""text"":"" ""}],""attrs"":{""localId"":""0a6a01ee-0890-4b42-99a3-17e68a53d8bb"",""state"":""DONE""}}],""attrs"":{""localId"":""340fd36c-fd9c-494d-93b5-65b83210118a""}}
{adf}
* *Service Principal OAuth setup for PowerBI Service scheduled refresh*
{adf:display=block}
{""type"":""taskList"",""content"":[{""type"":""taskItem"",""content"":[{""type"":""text"",""text"":""Work with Raveendran from our cloud team ""},{""type"":""mention"",""attrs"":{""id"":""557058:ee707013-ba36-4df4-9ee3-43a3a2b3fb84"",""accessLevel"":"""",""localId"":""29da3589-921e-4bd8-9020-7c2027ba319a""}},{""type"":""text"",""text"":"" and ""},{""type"":""mention"",""attrs"":{""id"":""712020:a3bb398f-73df-472d-a226-f67ed86b49ee"",""accessLevel"":"""",""localId"":""7cfbbe27-380e-4949-a2c5-ab2e425ff05a""}},{""type"":""text"",""text"":"" ""}],""attrs"":{""localId"":""7d2f681f-168c-4a83-8bc1-c56634d2d967"",""state"":""TODO""}}],""attrs"":{""localId"":""340fd36c-fd9c-494d-93b5-65b83210118a""}}
{adf}
* *Network security implemented (VNet Gateway)*
{adf:display=block}
{""type"":""taskList"",""content"":[{""type"":""taskItem"",""content"":[{""type"":""text"",""text"":"" ""},{""type"":""mention"",""attrs"":{""id"":""557058:ee707013-ba36-4df4-9ee3-43a3a2b3fb84"",""accessLevel"":"""",""localId"":""4d11860e-95ff-49b1-bcd3-89eb13c3af94""}},{""type"":""text"",""text"":"" - as part of the SSO can we also collaborate on this""}],""attrs"":{""localId"":""736cca4b-dae9-4882-9b4e-de06b4790373"",""state"":""TODO""}}],""attrs"":{""localId"":""819123db-3a96-41ca-8543-00cb537f3b64""}}
{adf}
* *All user personas can authenticate successfully*
{adf:display=block}
{""type"":""taskList"",""content"":[{""type"":""taskItem"",""content"":[{""type"":""text"",""text"":""Testing post entra ID sso dependencies completed""}],""attrs"":{""localId"":""c9b6f8b8-7224-4cd6-9ba4-1b8c34b4d47d"",""state"":""TODO""}}],""attrs"":{""localId"":""db194595-b904-41c9-8026-19c645d2aaac""}}
{adf}
* *Conditional access policies and MFA enforced*
{adf:display=block}
{""type"":""taskList"",""content"":[{""type"":""taskItem"",""content"":[{""type"":""text"",""text"":""Testing post entra ID sso dependencies completed""}],""attrs"":{""localId"":""b541fd8a-1751-4451-945b-4cd78a6a3069"",""state"":""TODO""}}],""attrs"":{""localId"":""db194595-b904-41c9-8026-19c645d2aaac""}}
{adf}
* *Production rollout completed*","pretty sure I can update this @user 
I think we got a foloow up session but the result is to use VDI for DE’s for WFH

* I’ll enter notes of phase 1 and 2 as per presentation and timeline/resource requirements

LMK if there’s anything extra I need ot add

Follow up session - as per @useremail - will elaborate on this.

@user Thanks for the update CK!

Need servicenow tickets for:

* *Entra ID SSO configured and functional for Snowflake*

Splitting out Jira tickets here for monitoring.

For reference @user @user

snowflake user group created

Issue split into:
|CSCI-462|Enable SSO login to snowflake - SCIM|"
CSCI-221,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,01/Aug/25 2:28 PM,15/Aug/25 9:46 AM,,Implement Partial Full Apply Mode with Sliding Window Delete Tracking,"We need to follow up on the implementation of a partial full apply mode for handling very large datasets. Instead of a full apply, the approach will track deletes within a sliding window (e.g. last 6 months). This should also be integrated with archive and retention policy analysis on the source system.","* Define the parameters for the sliding window.
* Align with data retention and archival policies.
* Document the implementation plan and any dependencies.","need
- how data is archived

csci-186"
CSCI-220,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,31/Jul/25 5:29 PM,15/Aug/25 4:38 PM,,Source to Target for Facts - Fact_Warehouse_Location_inventory,"Mapping out Targets as source as per [Source-to-target sheet|https://mychemist.sharepoint.com/:x:/r/sites/TheLanding/MergeCoData/Shared%20Documents/01.%20Discovery/Source%20to%20Target%20Facts%20and%20Dims%20in%20Prioritised%20domains/Source-To-Target-Mapping%20(STTM).xlsx?d=w91fdef3eff684f5fb7d9135bb7c90fc8&csf=1&web=1&e=SCIscR&nav=MTVfezNGRjZGNUUzLTVCRjEtNDU5QS1CQkMwLURERUUyMzJBMzJFRH0]

main facts to focus on are as per acceptance criteria

@user -will split this task out so that fits in to sprint cadence- done

notes from @user 

{quote}The Stock Fact_Warehouse_Inventory_Snapshot- the mapping is done based off the PBI05.supplychain.scax.dcsinventoryhistory

base tables: INVENTDIM and INVENTDIM. 
Things to note: 

* DataareaID- this defines the business entities. 
* read from the most current partition: This function gives the most current partition; SCAXLink.[dbo].[udf_GetPartition] (null)
* ensure Nolock is used for these reads.{quote}

{quote}

Fact_Warehouse_Inventory_Adjustment: Based of [BI_Presentation].[dbo].[WarehouseInventoryAdjustments]

E.g

{quote}","* Priority 1 and Priority 2 Fact tables on control table will be mapped
** -Reviewing Fact_Warehouse_Location_Inventory_Intra-
** -Reviewing Fact_Warehouse_Location_Inventory_Snapshot-
** Fact_Warehouse_Location_Inventory_Adjustment","Hey @user ,

Who created the details here? Description and ticket Acceptance Criteria dont seem to marry up?

Thanks,

Harrison

Reviewing Fact_Warehouse_Location_Inventory_Snapshot: 

Table is based of ILS.dbo.LocationInventory

This is a live table out of the WH Management system.

Fact_Warehouse_Inventory_Adjustment:

is based on the SC schematic model. As this was not part of the pervious EDP project."
CSCI-219,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,31/Jul/25 9:30 AM,04/Aug/25 5:18 PM,,Source to Target for Facts - Fact_Warehouse,"Mapping out Targets as source as per [Source-to-target sheet|https://mychemist.sharepoint.com/:x:/r/sites/TheLanding/MergeCoData/Shared%20Documents/01.%20Discovery/Source%20to%20Target%20Facts%20and%20Dims%20in%20Prioritised%20domains/Source-To-Target-Mapping%20(STTM).xlsx?d=w91fdef3eff684f5fb7d9135bb7c90fc8&csf=1&web=1&e=SCIscR&nav=MTVfezNGRjZGNUUzLTVCRjEtNDU5QS1CQkMwLURERUUyMzJBMzJFRH0]

main facts to focus on are as per acceptance criteria

@user -will split this task out so that fits in to sprint cadence- done","* Priority 1 fact tables on control table will be mapped
** -Fact_Warehouse_Inventory_Intra-
** -Fact_Warehouse_Inventory_Snapshot-
** -Fact_Warehouse_Inventory_Adjustment-","@user will update ticket - 

ahve started mapping fields.

need overview of tables i.e. description and what should be housed and granularity

Harrison mentioned that one is snapshot
- e.g. AX inventory_intra_day - per hour

noted from @user that structure will be the same.

Discussed about stock incremental

@user @user - will discuss

The Stock Fact_Warehouse_Inventory_Snapshot- the mapping is done based off the PBI05.supplychain.scax.dcsinventoryhistory

base tables: INVENTDIM and INVENTDIM. 
Things to note: 

* DataareaID- this defines the business entities. 
* read from the most current partition: This function gives the most current partition; SCAXLink.[dbo].[udf_GetPartition] (null)
* ensure Nolock is used for these reads.

Fact_Warehouse_Inventory_Adjustment: Based of [BI_Presentation].[dbo].[WarehouseInventoryAdjustments]

E.g

marking task as done for sprint burndown

@user 
I’ll carry over the notes to next card for completeness."
CSCI-218,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Jul/25 4:12 PM,30/Jul/25 4:27 PM,,SC BAU Sprint 4 Work,# Assisted Matthew Jones with his SNOW ticket request (*INC0444602/RITM0171602*). Needed help with creating a workspace to share his KPI Scorecard with his team,,
CSCI-217,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Jul/25 3:02 PM,01/Aug/25 9:16 AM,,Getting Alan Yuen CSCI access pack,Getting Alan Yuen access to CW SC resources and board.,"Getting Alan Yuen access to 

* -Board-
* Mergeco folder

* -Daily standup meetings-",
CSCI-216,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Jul/25 10:55 AM,01/Aug/25 5:48 PM,,meeting to book - Enable SSO login to snowflake,"Consdering the options between 

* MS Entra ID
* Okta

CK to have a follow-up call with Brent/ Cloud to firm up the plan for SSO implementation

* -book next tuesday to follow up-","* -booking made for tuesday meeting-
* To follow-up from the results of the call on Tuesday",
CSCI-215,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Jul/25 10:49 AM,15/Aug/25 3:53 PM,,Phil to get access ServiceNow via AD,,* SErviceNow access granted for @user @user and @user,"@user FYI - i’ll get access from you soon.

Have spoken to mark Barton - would be best to get me Azure AD access that gives me the whole package - ticket changed in servicenow @user @user

will now follow up with Mikhail

in lieu of @user tickets I will have parity with Service now tickets in JIRA"
CSCI-214,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Jul/25 9:59 AM,09/Oct/25 8:39 AM,,Review of existing dbt transformation from Silver to Gold,,,"@user your account in Azure Devops is already changed to Basic:

Please confirm if you can access the repo at: [edp_supplychain_dbt - Repos|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_git/edp_supplychain_dbt?version=GBmaster]

placed this under [https://sigmahealthcare.atlassian.net/browse/CSCI-160|https://sigmahealthcare.atlassian.net/browse/CSCI-160]"
CSCI-212,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Jul/25 7:40 AM,18/Nov/25 5:18 PM,,Microsoft Engagement Planning Session Agenda for Nagaraj,"Nagaraj is the MS Solutions architect assigned to the CW/Sigma account.

Nagaraj has requested we provide a list of topics to cover in the PBI best practice sessions being held in August.

Need to create a session plan.",,
CSCI-211,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Jul/25 7:32 AM,12/Sep/25 6:17 PM,,Analysis of Existing EDP Project Transformations into STTM,,,
CSCI-210,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Jul/25 7:22 AM,09/Oct/25 8:39 AM,,Source-To-Target-Mapping (STTM) Document Template,"Template for Fact and DIM Source-To-Target-Mapping documentation.

*Document Link:* [https://mychemist.sharepoint.com/:x:/r/sites/TheLanding/MergeCoData/_layouts/15/Doc.aspx?sourcedoc=%7B91FDEF3E-FF68-4F5F-B7D9-135BB7C90FC8%7D&file=Source-To-Target-Mapping%20(STTM).xlsx&action=default&mobileredirect=true|https://mychemist.sharepoint.com/:x:/r/sites/TheLanding/MergeCoData/_layouts/15/Doc.aspx?sourcedoc=%7B91FDEF3E-FF68-4F5F-B7D9-135BB7C90FC8%7D&file=Source-To-Target-Mapping%20(STTM).xlsx&action=default&mobileredirect=true] 

*Control Table Template*

*Fact Table Template*",,
CSCI-208,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Jul/25 7:16 AM,01/Sep/25 2:30 AM,,ExpressRoute Monitoring (18 Aug - 1 Sept),Monitor ExpressRoute throughput utilisation,"# *Metric Visibility:*
#* ExpressRoute connection metrics (e.g., Ingress/Egress throughput) are visible in Azure Monitor or Network Insights.
#* Bandwidth usage can be correlated with ADF pipeline execution timelines.
# *Alerting Rules:*
#* Alerts are configured to trigger when bandwidth usage exceeds a defined threshold (e.g., 70% of provisioned bandwidth).
#* Alerts include pipeline metadata (e.g., pipeline name, run ID) when possible, to trace high-usage executions.
# *Log Collection:*
#* Network bandwidth logs (e.g., from Network Performance Monitor or Azure Network Watcher) are retained for a minimum of 30 days.
#* ADF pipeline run logs include integration runtime IPs or endpoints for cross-reference.
# *Validation Testing:*
#* At least one high-throughput ADF pipeline is executed to validate that bandwidth spikes are captured and logged as expected.
#* Test scenarios simulate concurrent pipeline runs to verify system responsiveness and alert thresholds.
# *Governance & Review:*
#* A monthly review is conducted to assess if bandwidth consumption patterns require scaling up/down of ExpressRoute or ADF optimization.
#* A weekly review to be initially done on until Oct 2025.","What is required in Sprint 5 - Aug 04 to Aug 15 for this ticket

We just need to baseline current usage, which is already available in the Azure Dashboard. Currently, we are passing thru AXON. 

We cannot establish yet our bandwidth requirements, but DBAs can estimate max daily data volume from the past 90 days.

@user I have truncated/ removed delta load the following tables so we can see how the ExpressRoute cope with a larger load (~ 550K - 2.1 M) in the next run

* SCAX2012.INVENTJOURNALTRANS ~ 1 M
* SCAX2012.INVENTJOURNALTABLE ~ 1.1 M
* SCAX2012.INVENTSUM ~ 600 K
* SCAX2012.PURCHLINE ~ 2.1 M

 @user

Issue split into:
|CSCI-380|ExpressRoute Monitoring - 1 Sep - 15th Sep|"
CSCI-207,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,30/Jul/25 7:08 AM,15/Aug/25 4:39 PM,,Review of CI/CD Pipeline,Review output of [https://sigmahealthcare.atlassian.net/browse/CSCI-151|https://sigmahealthcare.atlassian.net/browse/CSCI-151] and [https://sigmahealthcare.atlassian.net/browse/CSCI-159|https://sigmahealthcare.atlassian.net/browse/CSCI-159],,"Stretch Sprint 5 goal

I have reviewed the CD pipeline and am satisfied with the following:

* *Branching strategy:* Use a feature branch, merge to {{master}}, then deploy to each environment upon approval.
* *Deployment monitoring:* Check DevOps Releases for deployment status and logs.
* *Script execution:* {{Config_meta.sql}} will be sequenced and run within {{deployment_master_scripts}}.
* *Versioning:* The current mechanism functions but remains limited. We still require a defined process for version naming, review and auto-validation.

*Next step:* Chloe to define the desired version control process with detailed requirements."
CSCI-206,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,29/Jul/25 2:21 PM,21/Aug/25 3:32 PM,,Snowpark PBI API Environment Setup,Configure Snowpark to allow PBI APIs to be queried. Environment can then be used to productionize existing PBI Metadata reports for the SC team.,"* -Successfully pull PBI metadata via API call in Snowpark-
* -Be able to save this output as a table in Snowflake-","@userto approach this some time next week

@user - are you able to accept the use of Anaconda 3rd party packages for Snowpark?

can do @user. I will move to this as soon as I clear out my Snowflake ci/cd and SSO reviews. ETA ~Wed/Thurs.

Hi @user the *Anaconda Python packages* feature has been enabled in Snowflake, please check on your side. Cheers

Tested Snowpark query - we are now able to run queries within Snowpark (no longer receiving previous error).

However, am still unable to run a PBI API query (see below):

{code:python}import msal ## MS authentication package

## configure tenant and service principal details (note IDs replaced with false variables as they're sensitive info)
tenant_id = 'abc' ## CW Tenancy ID
client_id = 'abc' ## Service Princiapl ID
client_secret = 'abc' ## Service Princial 'Secret'

## set MS authentication URLs
authority_url = f""https://login.microsoftonline.com/{tenant_id}/""
scope_url = list()
scope_url.append('https://analysis.windows.net/powerbi/api/.default')

## configure credentials to MS and retrive access token
app = msal.ConfidentialClientApplication(
 client_id,client_credential=client_secret,
 authority=authority_url
)

result = app.acquire_token_for_client(scopes=scope_url)

token = result.get('access_token')

print(token){code}

Error received appears to be a networking issue:

Discussing with Chloe to identify who is best contact to resolve (Eugene or CK)

hi @user either Eugene or CK will be able to provide you with those details.

spoke wiht CK and reconfigured network rules.

CK/Chloe helped resolve the network issues.
Now encountering a syntax error when trying to create a python UDF. Need to break code down step-by-step to understand what the syntax error relates to.

Resolve syntax issues - was trying to orignally test connection to the APIs via a Snowsight Python Worksheet - have instead move code to a Python Notebook and now syntax errors have resolved.

Still unable to connect to the PBI API as the network rules created by Chloe has not been shared with my RBAC role - Chloe to action.

Able to successfully query 4 separate APIs:

* MSAL client authentication
* PBI Semantic Model Refreshes (GET)
* PBI Semantic Model Data Sources
* PBI Semantic Model Refresh (POST)

Able to successfully save test data to a SF Table in the Sandbox Schema."
